Movie,Critic,Rating,Source,Review,Date
Playing with Fire,Adam Graham,rotten,Detroit News,"""Playing With Fire"" is harmless fodder that doesn't deliver much but doesn't ask much either. It's the kind of fire that puts itself out.","November 8, 2019"
Playing with Fire,Stephen Schaefer,rotten,Boston Herald,"The comically intended Playing with Fire seems, to put it kindly, a misfire.","November 8, 2019"
Playing with Fire,Katie Walsh,rotten,Los Angeles Times,Haven't firefighters had it hard enough this fall?,"November 8, 2019"
Playing with Fire,Christy Lemire,rotten,RogerEbert.com,"A series of wacky antics with little concern for continuity, logic or pacing.","November 8, 2019"
Playing with Fire,Teddy Durgin,rotten,Screen It!,"One of those movies where the adult characters have to be darn-near imbeciles in order for the plot to be stretched to 90 minutes. (Full Content Review for Parents - Peril, Crude Humor, etc. - also Available)","November 8, 2019"
Playing with Fire,Mark Dujsik,rotten,Mark Reviews Movies,"[E]veryone just kind of flails around for no rational or even particular reason -- except in the desperation that someone, somewhere, will find it funny.","November 8, 2019"
Playing with Fire,Don Shanahan,fresh,Every Movie Has a Lesson,John Cena is cut with cuteness and has all the charm necessary.,"November 8, 2019"
Playing with Fire,Steven Prokopy,rotten,Third Coast Review,I keep looking at the names in this cast and being astonished that such a talented collection of individuals could have produced such tragically unfunny work.,"November 8, 2019"
Playing with Fire,Jenna Busch,fresh,IGN Movies,"The comedy is broad and slapstick, but ultimately the film is heartwarming and lovely.","November 8, 2019"
Playing with Fire,Nell Minow,rotten,Movie Mom,I would not have thought it possible for one short film to have so many poop jokes and so many opportunities for the leading character to take his shirt off.,"November 8, 2019"
Playing with Fire,Jesse Hassenger,rotten,AV Club,"Sadly, the movie never shows similar curiosity about what its young audience, and subjects, might be thinking or feeling.","November 7, 2019"
Playing with Fire,Sara Stewart,rotten,New York Post,"Director Andy Fickman favors poop jokes and the cringe-humor of watching little kids court danger with a nail gun, kerosene, an ax and sometimes literally fire.","November 7, 2019"
Playing with Fire,Sandie Angulo Chen,fresh,Common Sense Media,"Cena charms, but slapstick-heavy comedy doesn't fully spark.","November 7, 2019"
Playing with Fire,Teo Bugbee,rotten,New York Times,"Despite the novel setting, the director Andy Fickman has made a visually flat film. The editing is frequently awkward, clunkily overemphasizing physical gags, and lingering too long on the actors as they try to light up dusty material.","November 7, 2019"
Playing with Fire,Jason Escamilla,rotten,EskimoTV,"One of the most uncreative films, relying on the most obvious jokes that are repeatedly used in a mostly single location.","November 7, 2019"
Playing with Fire,Yolanda Machado,rotten,TheWrap,"The film is bland and predictable, underestimates kids' abilities to understand story and humor, and relies way too much on sight gags that are clichd and overdone.","November 7, 2019"
Playing with Fire,Allison Rose,rotten,FlickDirect,Hildebrand is great and Convery and Slater are adorable in this film.,"November 7, 2019"
Playing with Fire,Sean Collier,rotten,Pittsburgh Magazine,Key adds as many laughs as he can ... but you can only do so much with a film that wraps a major set piece around a baby pooping in a gas mask.,"November 7, 2019"
Playing with Fire,Robert Kojder,rotten,Flickering Myth,Playing with Fire is a dumpster fire,"November 7, 2019"
Playing with Fire,Christie Cronan,rotten,Raising Whasians,"Beneath the overacting, over-the-top antics, & non-original story, you would think this movie is all smoke & mirrors. But when you add up Cena's seriousness, Key's physical comedy, & Leguizamo's high strung energy, it's almost enjoyable to watch.","November 7, 2019"
Playing with Fire,Owen Gleiberman,fresh,Variety,Cena may be the first bodybuilder-turned-actor who has what Arnold Schwarzenegger had: the ability to project a mocking light soul trapped in a musclehead's body.,"November 7, 2019"
Playing with Fire,Mike Reyes,fresh,CinemaBlend,[A] standard formula is met with the expert timing and performances of the entire cast,"November 7, 2019"
Playing with Fire,Aaron Neuwirth,rotten,We Live Entertainment,"The ideal with a movie like this is to give a family audience a fun time watching Cena and company act like goofballs, regardless of how much sense anything really makes. For better or worse, Playing with Fire succeeds.","November 7, 2019"
Playing with Fire,Roger Moore,rotten,Movie Nation,"Kids may love projectile poop gags, but even they should be able to smell the odor ""Playing with Fire"" puts out there.","November 7, 2019"
Playing with Fire,Sean Chandler,rotten,Sean Chandler Talks About,"It's harmless family entertainment, but there's not a single joke or plot point in the entire film you won't see coming. There's also a surprisingly small amount of firefighting given the premise.","November 7, 2019"
Playing with Fire,Chris Knight,rotten,National Post,"The film feels more like something that should have opened in the early '90s, a simpler time when all you needed for yuks was a few cute kids, a gruff muscleman and a slobbery dog.","November 7, 2019"
Playing with Fire,Steve Davis,rotten,Austin Chronicle,"In the silence following each flat-footed joke, one right after the other, you can hear oxygen molecules bumping into each other.","November 7, 2019"
Playing with Fire,Jorge Rivera Rubio,fresh,QiiBO,"A formulaic but heartfelt production for the whole family, that lets the actors act as silly as they want, with mostly good results. [Full review in Spanish]","November 6, 2019"
Last Christmas,Jamie East,fresh,The Sun (UK),"While it doesn't feel particularly Christmassy, I still felt better walking out of the cinema than I did going in.","November 17, 2019"
Last Christmas,MaryAnn Johanson,fresh,Flick Filosopher,"Love and life are pain, the glitz and sparkle of Christmas are but a momentary reprieve from it, and everything is pretty much unrelentingly awful. But Emilia Clarke and Henry Golding are adorable!","November 17, 2019"
Last Christmas,Wendy Ide,rotten,Observer (UK),The music of George Michael and Wham! is hauled out on to the soundtrack of this mouldy tangerine of a movie with about the same level of care and sensitivity that you might find on the festive mixtape at a motorway service station.,"November 17, 2019"
Last Christmas,Sara Michelle Fetters,fresh,MovieFreak.com,"Clarke is wonderful, running around in a bright green elf suit with jaunty pointy-toed shoes showcasing a wild abandon that only grows more captivating as things progress.","November 17, 2019"
Last Christmas,Matt Brunson,fresh,Film Frenzy,Last Christmas is so adept at capturing the spirit and warmth of the season that the obvious twist honestly wasn't even needed to stick the landing.,"November 16, 2019"
Last Christmas,Vincent Schilling,fresh,Indian Country Today,"'Last Christmas' is a romantic comedy that should be on everyone's must-see movie list. Fun, charming and adorable. Emilia Clarke as Kate is perfectly cast. The film also has a welcome tribute to George Michael.","November 16, 2019"
Last Christmas,Sarah Cartland,rotten,Caution Spoilers,"The film looks terrific, though the bravely bananas twist doesn't work. Michelle Yeoh is fantastic - Santa the Christmas shop boss is the tart lemon in a festive citrus fruit bowl.","November 16, 2019"
Last Christmas,Demetrios Matheou,rotten,The Arts Desk,It's hampered by way too much rom-com clich and cutesiness.,"November 16, 2019"
Last Christmas,David Levesley,fresh,GQ Magazine [UK],"I will watch this movie for many, many holidays to come; a reminder that sometimes small acts of kindness can make patches of the world a bit more bearable.","November 15, 2019"
Last Christmas,Mark Kermode,rotten,Kermode & Mayo's Film Review,"It's heart is in the right place, and it breaks my heart to say almost everything isn't.","November 15, 2019"
Last Christmas,Jackie K. Cooper,rotten,jackiekcooper.com,"A ""Notting Hill"" ""Love Actually"" Sixth Sense"" smashup that makes everything seem borrowed from a better film.","November 15, 2019"
Last Christmas,Laura Delaney,rotten,RT (Ireland),"Last Christmas isn't quite a careless whisper but by the time you get to the bonkers twist (you have been warned), you'll need to get someone to wake you up before you go-go.","November 15, 2019"
Last Christmas,Kimber Myers,rotten,The Playlist,Readymade to play on an endless loop on Freeform's 25 Days of Christmas ... Last Christmas is as flimsy and disposable as holiday wrapping paper with just as much substance.,"November 15, 2019"
Last Christmas,Becky Kukla,rotten,The Digital Fix,An utterly transparent third act plot twist and the seemingly incidental use of George Michael's music turn Last Christmas from pleasant enough to utterly empty.,"November 15, 2019"
Last Christmas,Marie Asner,fresh,Phantom Tollbooth,"Emilia Clarke can do comedy as well as tame dragons, and does the role of Kate the loser, quite well. Her quips and pratfalls are numerous and carry the story along.","November 15, 2019"
Last Christmas,Chris Hunneysett,rotten,Daily Mirror (UK),a load of old baubles,"November 14, 2019"
Last Christmas,Brian Viner,rotten,Daily Mail (UK),"Believe me, you won't thank someone for waking you up before you go-go. You'll wish you'd stayed in bed.","November 14, 2019"
Last Christmas,Nestor Bentancor,rotten,Nestor Cine Desde Hollywood,"A mostly pleasant film, until its last act. Gotta have faith, charm, music... but also a much better script. [Full review in Spanish]","November 14, 2019"
Last Christmas,Tony Medley,rotten,Tolucan Times,"...long and slow...Mostly it's writer Emma Thompson preaching with an accent from hell, and it's tedious, to say the least.","November 14, 2019"
Last Christmas,Bennett Campbell Ferguson,rotten,Willamette Week,"Last Christmas wants to be a crowd-pleasing balm for an England mired in Brexit, but the occasional cruelty of its humor echoes the ignorance and cynicism that gave rise to Britain's stalled break with the EU in the first place.","November 14, 2019"
Last Christmas,Tara Brady,rotten,Irish Times,At least half of the dialogue sounds like someone held the relevant actor's family at gunpoint and ordered them to speak random words.,"November 13, 2019"
Last Christmas,Mark Jackson,rotten,Epoch Times,"A whitewashing attempt by the Chinese Communist Party to sneak their vast, illegal, live organ-harvesting trade into our collective subconsciousness via the Trojan Horse vehicle of an innocuous-looking X-mas Rom-Com, using two popular Asian movie stars.","November 13, 2019"
Last Christmas,Larushka Ivan-Zadeh,rotten,Metro (UK),It's built on a concept so creepy and wrong that I fear George Michael's spirit is in for a very un-merry Christmas.,"November 13, 2019"
Last Christmas,Elinor Jones,rotten,"The Stranger (Seattle, WA)","This movie is bad. It's so bad. But what's great is that if it's even a modest hit, it could inspire a whole cinematic universe of movies loosely based on George Michael songs, and ""Father Figure"" would be weird as hell.","November 12, 2019"
Last Christmas,Adam Woodward,rotten,Little White Lies,"Like Kate, Last Christmas is unequivocal in its appreciation of Michael, but it fundamentally misunderstands the daring individualism and self-deprecating wit that underpinned his best work.","November 12, 2019"
Last Christmas,Caroline Preece,rotten,Den of Geek,"The sad truth is that Last Christmas fails as a romcom, as social commentary and as a showcase for its impressive collection of talent, even if it still just about passes as a Christmas movie.","November 12, 2019"
